#,Book Title,ISBN,Product Form,Language,Applicant Type,Name of Publishing Agency/Publisher,Imprint,Name of Author/Editor,Publication Date
2372,English 9th Part-II (Moments - Supplementary Reader),978-93-6641-051-7,Paperback / softback,English,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Pratik Sharma,14/06/2023
2373,Vastav,978-93-5812-343-2,Book,Marathi,Author,Anil Babruwahan Bansode,,Anil Babruwahan Bansode,25/04/2026
2374,Sports Nutrition Handbook,978-93-0916-664-8,Hardback,English,Publisher,Random Publications LLP,,Devanshu Bhatnagar,09/04/2026
2375,English 9th Part-I (Beehive - Prose),978-93-6641-899-5,Paperback / softback,English,Publisher,NAVJEEVAN PRINTERS AND PUBLISHERS,Navjeevan Printers,Pratik Sharma,05/07/2023
2376,Bollywood Tourism in India: Products and Challenges,978-93-0914-727-2,Hardback,English,Publisher,VENUS BOOKS,,Saumyadeep Tripathi,09/04/2026
2377,Hotel Customer Relationship Management,978-93-0916-452-1,Hardback,English,Publisher,Random Publications LLP,,Harsh Engineer,09/04/2026
2378,Plant Bioengineering and Molecular Pathways,978-93-0914-148-5,Hardback,English,Publisher,VENUS BOOKS,,Shivavrat Upadhyay,09/04/2026
2379,Education Indianization for Sustainable Wellbeing,978-93-0916-098-1,Hardback,English,Publisher,Random Publications LLP,,Nitin Sethia,09/04/2026
2380,IAS History(Editionnew),978-93-0924-196-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2381,Class12 CBSE Physics Solved Paper 2014(Editionnew),978-93-0924-309-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2382,CUET QB Business Studies(Editionnew),978-93-0924-093-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2383,Class 8 Kaliedoscope Study Material(Editionnew),978-93-0924-615-9,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2384,"Oswaal CBSE Class 10, Term-2, Mathematics Standard_Revision Notes(Editionnew)",978-93-0924-908-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2385,Class-10_English Paper-1_Inner_QB_ICSE_2019(Editionnew),978-93-0924-423-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2386,Class 12 Inner Computer Science ISC 2019(Editionnew),978-93-0924-683-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2387,Class 10 Biology WS ICSE(Editionnew),978-93-0924-661-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2388,Class 12 Biology Inner LM - CTC(Editionnew),978-93-0924-030-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2389,Class 10 Paper Social Science(Editionnew),978-93-0924-489-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2390,Class-9_ENGLISH COMMUNICATIVE_CW_Sol_CBSE(Editionnew),978-93-0924-228-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2391,Class-8 History Oswaal Study Material Based(Editionnew),978-93-0924-190-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2392,Class-9_Mathematics_Inner_Lab_Manual(Editionnew),978-93-0924-396-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2393,Class 9 Science QB CBSE(Editionnew),978-93-0924-480-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2394,Cbse 10 hindi-B qb(Editionnew),978-93-0924-469-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2395,UGC NET PAPER with Solution(Editionnew),978-93-0924-818-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2396,Class-12_Hindi Core_Solved Paper-2012_CBSE(Editionnew),978-93-0924-677-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2397,Class 10 Science & Technology QB SSC Maharashtra(Editionnew),978-93-0924-843-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2398,Harayana PMT Solved Paper 2009 Medical Entr Exam PCB(Editionnew),978-93-0924-945-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2399,Chapterwise solution NDA(Editionnew),978-93-0924-510-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2400,Class12 CBSE Hindi Comp Paper 2014(Editionnew),978-93-0924-458-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2401,Class12 MP Solved Paper Business Studies(Editionnew),978-93-0924-542-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2402,Class 12th physics sqp cbse(Editionnew),978-93-0924-995-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2403,Class 10 Social Science QB CBSE (2018)(Editionnew),978-93-0924-700-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2404,Class 10 Inner Maths Page 1-8 Tamil Nadu SSLC CW-TW(Editionnew),978-93-0924-110-9,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2405,Class 11 Chemistry Notes CBSE(Editionnew),978-93-0924-078-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2406,NDA 2020 Answer 1 to 150 Paper I Eng and GS(Editionnew),978-93-0924-083-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2407,Teachers Handbook_CBSE_CCE_Lifestyle(Editionnew),978-93-0924-368-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2408,Class 11 Maths SQP CBSE(Editionnew),978-93-0924-403-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2409,Class 12 Maths NCERT Textbook Exemplar(Editionnew),978-93-0924-342-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2410,Class 10 Biology Solved Paper 2010 CBSE(Editionnew),978-93-0924-734-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2411,Class 11 Accounts Revision Notes CBSE(Editionnew),978-93-0924-366-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2412,Class 10 board blaster 2004(Editionnew),978-93-0924-398-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2413,Class12 Informatics Practices SQP 2008(Editionnew),978-93-0924-598-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2414,CA-CPT General Economics and Quantitative Apti. Solved Paper June 2009(Editionnew),978-93-0924-778-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2415,SCRA QB General General Science (Editionnew),978-93-0924-780-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2416,Rashayan Vigyan PET (MP) 2004 1-4(Editionnew),978-93-0924-732-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2417,class 12 physics(Editionnew),978-93-0924-654-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2418,Class 12 Chemistry Pariksha Guru(Editionnew),978-93-0924-283-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2419,Class 9 Hindi-B QB CBSE(Editionnew),978-93-0924-761-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2420,Class10 Social Science Solved Paper 2022 (Term-II)(Editionnew),978-93-0924-306-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2421,Class9 PSA SQP(Editionnew),978-93-0924-585-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2422,b3(Editionnew),978-93-0924-809-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2423,CDS Solved Paper Sep 2004 General Knowledge(Editionnew),978-93-0924-492-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2424,Class 12 Chemistry CBSE Revision Notes(Editionnew),978-93-0924-371-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2425,Class 10 QB Hindi CBSE 2008(Editionnew),978-93-0924-961-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2426,AIEEE 2004 Ganit(Editionnew),978-93-0924-880-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2427,The Invisible man(Editionnew),978-93-0924-671-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2428,CDS Solved Paper Sep 2004 Math(Editionnew),978-93-0924-232-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
2429,Indian Society and Social Issues,978-93-0914-003-7,Hardback,English,Publisher,VENUS BOOKS,,Achyutraj Tiwari,09/04/2026
2430,The Battle of Longewala: A Military Study,978-93-0914-406-6,Hardback,English,Publisher,VENUS BOOKS,,Vedpranav Bhardwaj,09/04/2026
2431,Interactive Journalism Practices,978-93-0916-113-1,Hardback,English,Publisher,Random Publications LLP,,Tarun Kothari,09/04/2026
2432,Fundamentals of Design and Graphics,978-93-0914-757-9,Hardback,English,Publisher,VENUS BOOKS,,Yashvikram Nagar,09/04/2026
2433,Business and Management International Encyclopedia,978-93-0916-631-0,Hardback,English,Publisher,Random Publications LLP,,Sandeep Bohra,09/04/2026
2434,Banking and Insurance: Concepts and Systems,978-93-0914-103-4,Hardback,English,Publisher,VENUS BOOKS,,Neeladhar Mishra,09/04/2026
2435,Athletic Care and Rehabilitation Practices,978-93-0914-910-8,Hardback,English,Publisher,VENUS BOOKS,,Aryadeep Joshi,09/04/2026
2436,Tourism and Hospitality in the Digital Era,978-93-0916-363-0,Hardback,English,Publisher,Random Publications LLP,,Vinay Sultania,09/04/2026
2437,Assessment and Evaluation in Education,978-93-0914-120-1,Hardback,English,Publisher,VENUS BOOKS,,Pranaveshwar Trivedi,09/04/2026
2438,AWAKENING(EditionFIRST EDITION),978-93-5812-391-3,Hardback,English,Author,Suresh Krissna,,Suresh Krissna,11/05/2026
2439,Internet Naming Systems: Architecture and Economics,978-93-0916-887-1,Hardback,English,Publisher,Random Publications LLP,,Deepesh Kandoi,09/04/2026
2440,Artificial Intelligence in Defence Systems,978-93-0914-908-5,Hardback,English,Publisher,VENUS BOOKS,,Hemvikram Shastri,09/04/2026
2441,Algal Biotechnology in Agricultural Development,978-93-0914-809-5,Hardback,English,Publisher,VENUS BOOKS,,Vedanshakul Shreshth,09/04/2026
2442,Journalism in the Modern Era,978-93-0916-349-4,Hardback,English,Publisher,Random Publications LLP,,Dharmprakash Trivedi,09/04/2026
2443,Modern Indian History: Perspectives and Analysis,978-93-0914-225-3,Hardback,English,Publisher,VENUS BOOKS,,Ishatejas Pandey,09/04/2026
2444,"कुटुंब, नाते आणि आधुनिक जीवनशैली",978-81-685684-9-5,E-book reader,Marathi,Publisher,JAYPRABHA,,Sanjay Raghunath Sapkale,14/04/2026
2445,SERA SHIBRAM(EditionTHIRD EDITION),978-93-48205-46-9,Book,Bengali,Publisher,ASOKE PRAKASAN,,"SIBRAM CHAKRABORTY, AMARNATH ROY",19/01/2006
2446,Advanced Management Accounting: A Practical Guide,978-93-0914-473-8,Hardback,English,Publisher,VENUS BOOKS,,Lokvir Gaud,09/04/2026
2447,Plant Biotechnology: Key Concepts,978-93-0916-788-1,Hardback,English,Publisher,Random Publications LLP,,Yashomitra Patil,09/04/2026
2448,Farming Based Livelihood Systems,978-81-685041-1-0,Paperback / softback,English,Publisher,Foil Printers,,"Dr. Sohan Singh Walia, Dr. Vajinder Pal Kalra ,r. Simerjeet Kaur",11/04/2026
2449,Encyclopedia of Financial Accounting and Management,978-93-0914-638-1,Hardback,English,Publisher,VENUS BOOKS,,Rudraketu Chaturvedi,09/04/2026
2450,Zoo Colouring Book,978-93-49846-28-9,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2451,Tourism Management: Challenges and Opportunities,978-93-0914-973-3,Hardback,English,Publisher,VENUS BOOKS,,Adyaraj Mishra,09/04/2026
2452,Wild Animals Colouring Book,978-93-49846-83-8,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2453,"Library, Information, and Society",978-93-0916-683-9,Hardback,English,Publisher,Random Publications LLP,,Ishwaresh Upadhyay,09/04/2026
2454,Abstraction as Inquiry: Reimagining Proportion in Architectural Learning,978-93-5812-383-8,Paperback / softback,English,Author,Piyush Das,,"Piyush Das, Tushar Mondal",01/05/2026
2455,Water Animals Colouring Book,978-93-49846-55-5,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2456,Marketing Research: Tools and Techniques,978-93-0916-534-4,Hardback,English,Publisher,Random Publications LLP,,Raghavkeerti Chaturvedi,09/04/2026
2457,Contemporary Tourism Industry,978-93-0914-882-8,Hardback,English,Publisher,VENUS BOOKS,,Saumyatejas Patil,09/04/2026
2458,भारतीय समाज और विचारधारा,978-81-685684-4-0,E-book reader,Hindi,Publisher,JAYPRABHA,,Sanjay Raghunath Sapkale,14/04/2026
2459,Banking and Insurance Regulations: Theory and Practice,978-93-0914-171-3,Hardback,English,Publisher,VENUS BOOKS,,Vednarayan Shukla,09/04/2026
2460,Vehicles Colouring Book,978-93-49846-34-0,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2461,"Meat, Poultry, and Fish Technology",978-93-0916-721-8,Hardback,English,Publisher,Random Publications LLP,,Avneet Mishra,09/04/2026
2462,The Soldier and the State: Civil-Military Relations Explained,978-93-0914-210-9,Hardback,English,Publisher,VENUS BOOKS,,Pranshul Awasthi,09/04/2026
2463,Vegetables Colouring Book,978-93-49846-11-1,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2464,Nature-Based Tourism,978-93-0916-555-9,Hardback,English,Publisher,Random Publications LLP,,Vedatma Shukla,09/04/2026
2465,Foundations of Ecology: Concepts and Theory,978-93-0914-154-6,Hardback,English,Publisher,VENUS BOOKS,,Yugantar Tripathi,09/04/2026
2466,Unicorn Colouring Book,978-93-49846-71-5,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2467,New Criminal Laws in India,978-93-0916-843-7,Hardback,English,Publisher,Random Publications LLP,,Hemchetan Gautam,09/04/2026
2468,Shapes Colouring Book,978-93-49846-14-2,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2469,Counseling Psychology: Art and Science,978-93-0914-051-8,Hardback,English,Publisher,VENUS BOOKS,,Dharmavirendra Tiwari,09/04/2026
2470,"""Family, Relationship and Lifestyle",978-81-685684-6-4,E-book reader,English,Publisher,JAYPRABHA,,Sanjay Raghunath Sapkale,14/04/2026
2471,Temples of India: Art and Architecture,978-93-0914-159-1,Hardback,English,Publisher,VENUS BOOKS,,Neelavrat Bhardwaj,09/04/2026
2472,Advanced Portfolio and Financial Derivatives,978-93-0916-403-3,Hardback,English,Publisher,Random Publications LLP,,Pranavkeerti Joshi,09/04/2026
2473,Statistical Methods in Economics,978-93-0914-920-7,Hardback,English,Publisher,VENUS BOOKS,,Aviraj Joshi,09/04/2026
2474,Princess Colouring Book,978-93-49846-15-9,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2475,Special Education: Inclusive Teaching Practices,978-93-0914-341-0,Hardback,English,Publisher,VENUS BOOKS,,Raghavendra Kulkarni,09/04/2026
2476,Social Change in Contemporary Society,978-93-0916-792-8,Hardback,English,Publisher,Random Publications LLP,,Dharmarajendra Trivedi,09/04/2026
2477,REAL ISLAM MOVEMENT,978-81-987754-3-6,Book,Urdu,Publisher,Muslim Educational Press,IN PROCESS,PROF. ARIFUL ISLAM,13/04/2026
2478,Numbers Colouring Book,978-93-49846-19-7,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2479,Rural Marketing: Challenges and Opportunities,978-93-0914-340-3,Hardback,English,Publisher,VENUS BOOKS,,Dakshavir Pandey,09/04/2026
2480,Social Work and Human Rights,978-93-0916-105-6,Hardback,English,Publisher,Random Publications LLP,,Shivkeertan Upadhyay,09/04/2026
2481,"परिवार, रिश्ता और आधुनिक जीवनशैली",978-81-685684-5-7,E-book reader,Hindi,Publisher,JAYPRABHA,,Sanjay Raghunath Sapkale,14/04/2026
2482,Rise of Nationalism: Historical Perspectives,978-93-0914-582-7,Hardback,English,Publisher,VENUS BOOKS,,Shivendranath Shastri,09/04/2026
2483,Mermaid Colouring Book,978-93-49846-09-8,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2484,Autobiography of Benjamin Franklin: A Study,978-93-0916-585-6,Hardback,English,Publisher,Random Publications LLP,,Veddeep Chaturvedi,09/04/2026
2485,Research in Educational and Behavioral Statistics,978-93-0914-524-7,Hardback,English,Publisher,VENUS BOOKS,,Vedvikram Mishra,09/04/2026
2486,मन,978-93-5812-061-5,Book,Marathi,Author,Shivdas Jadhav,,Shivdas Jadhav,12/04/2026
2487,Insects Colouring Book,978-93-49846-56-2,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2488,Project Management: A Managerial Perspective,978-93-0914-049-5,Hardback,English,Publisher,VENUS BOOKS,,Tejaswaraj Gautam,09/04/2026
2489,Aviation Industry and Tourism Impact,978-93-0916-517-7,Hardback,English,Publisher,Random Publications LLP,,Neelraj Mishra,09/04/2026
2490,Hindi Varnmala Colouring Book,978-93-49846-07-4,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2491,Biopharmaceutics and Pharmacokinetics: Principles and Applications,978-93-0914-236-9,Hardback,English,Publisher,VENUS BOOKS,,Devanshu Bhatnagar,09/04/2026
2492,Ideology and the PLA,978-93-0916-713-3,Hardback,English,Publisher,Random Publications LLP,,Rudravikram Patil,09/04/2026
2493,Fruits Colouring Book,978-93-49846-50-0,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2494,Political Change in the Middle East,978-93-0914-628-2,Hardback,English,Publisher,VENUS BOOKS,,Lokved Upadhyay,09/04/2026
2495,Dusty Boots,978-93-6926-992-1,Digital download and online,English,Publisher,Vyusta Ventures LLP,Walnut Publication,Jyoti Sharma Bawa,09/04/2026
2496,Flowers Colouring Book,978-93-49846-20-3,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2497,Yogic Science: Principles and Practice,978-93-0916-916-8,Hardback,English,Publisher,Random Publications LLP,,Ishatej Bhardwaj,09/04/2026
2498,Dusty Boots,978-93-6926-485-8,Paperback / softback,English,Publisher,Vyusta Ventures LLP,Walnut Publication,Jyoti Sharma Bawa,09/04/2026
2499,Fairy Colouring Book,978-93-49846-37-1,Book,English,Publisher,IPSD PUBLICATIONS PVT LTD,,Lalit Gupta,09/04/2026
2500,Principles of Abnormal Psychology and Psychological Disorders,978-93-0916-745-4,Hardback,English,Publisher,Random Publications LLP,,Aryanarayan Dwivedi,09/04/2026
